order_id,customer_id,order_date,dispatch_date,product_id,batch_id,quantity_sold,sales_value,delivery_region
O-00321,C-032,2025-04-19,2025-04-22,P-020,B-0116,6,37.8,Otago
O-01007,C-024,2025-04-19,2025-04-20,P-037,B-0209,36,252.74,Bay of Plenty
O-01147,C-064,2025-04-19,2025-04-22,P-025,B-0128,24,228.24,Auckland
O-00029,C-064,2025-04-20,2025-04-22,P-046,B-0037,24,315.36,Auckland
O-00154,C-036,2025-04-20,2025-04-21,P-029,B-0264,48,94.56,Canterbury
O-00865,C-040,2025-04-20,2025-04-22,P-026,B-0100,24,51.6,Otago
O-00985,C-053,2025-04-20,2025-04-21,P-008,B-0206,24,57.6,Wellington
O-01314,C-036,2025-04-20,2025-04-20,P-030,,24,50.84,Otago
O-00118,C-052,2025-04-21,2025-04-21,P-016,B-0071,72,439.2,Bay of Plenty
O-00825,C-059,2025-04-21,2025-04-23,P-044,B-0210,12,56.43,Wellington
O-01157,C-048,2025-04-21,2025-04-23,P-051,B-0231,48,216.6,Auckland
O-00099,C-039,2025-04-22,2025-04-23,P-017,B-0215,24,118.32,Auckland
O-00244,C-063,2025-04-22,2025-04-24,P-035,B-0164,72,283.68,Bay of Plenty
O-00480,C-035,2025-04-22,2025-04-23,P-048,B-0282,24,167.76,Canterbury
O-01109,C-015,2025-04-22,2025-04-25,P-037,,72,505.48,Auckland
O-01279,C-002,2025-04-22,2025-04-23,P-012,B-0141,72,280.08,Otago
O-01318,C-003,2025-04-22,2025-04-23,P-039,B-0244,12,86.52,Wellington
O-01401,C-030,2025-04-22,2025-04-24,P-003,,36,204.86,Bay of Plenty
O-00157,C-033,2025-04-23,2025-04-23,P-025,B-0128,6,54.21,Canterbury
O-00213,C-026,2025-04-23,2025-04-23,P-016,B-0005,24,146.4,Waikato
O-00981,C-008,2025-04-23,2025-04-23,P-036,B-0004,36,193.68,Waikato
O-01009,C-015,2025-04-23,2025-04-25,P-029,B-0081,72,141.84,Canterbury
O-01203,C-070,2025-04-23,2025-04-24,P-050,B-0200,12,49.2,Otago
O-01646,C-045,2025-04-23,2025-04-23,P-027,B-0032,48,145.92,Canterbury
O-00054,C-046,2025-04-24,2025-04-26,P-029,B-0288,6,11.23,Wellington
O-00714,C-030,2025-04-24,2025-04-24,P-005,B-0224,36,178.92,Bay of Plenty
O-01582,C-064,2025-04-24,2025-04-26,P-021,B-0229,24,235.2,Wellington
O-00782,C-016,2025-04-25,2025-04-27,P-016,B-0145,72,417.24,Canterbury
O-00890,C-027,2025-04-25,2025-04-25,P-011,B-0298,72,367.2,Otago
O-01273,C-020,2025-04-25,2025-04-26,P-009,B-0112,48,106.08,Canterbury
O-01535,C-048,2025-04-25,2025-04-26,P-017,,24,118.32,Auckland
O-00530,C-039,2025-04-26,2025-04-29,P-044,B-0186,24,112.86,Wellington
O-01627,C-019,2025-04-26,2025-04-26,P-044,,36,178.2,Canterbury
O-00451,C-020,2025-04-27,2025-04-30,P-035,B-0048,12,44.92,Otago
O-00454,C-011,2025-04-27,2025-04-28,P-041,,12,85.68,Otago
O-00574,C-013,2025-04-27,2025-04-27,P-051,B-0189,72,342.0,Otago
O-01342,C-011,2025-04-27,2025-04-29,P-048,B-0218,72,503.28,Wellington
O-01509,C-054,2025-04-27,2025-04-27,P-003,B-0103,6,34.14,Wellington
O-00064,C-047,2025-04-28,2025-04-30,P-018,,72,318.96,Canterbury
O-00395,C-030,2025-04-28,2025-04-28,P-011,B-0298,24,122.4,Bay of Plenty
O-00488,C-032,2025-04-28,2025-05-01,P-046,B-0037,12,157.68,Auckland
O-00332,C-058,2025-04-29,2025-04-29,P-041,B-0266,12,85.68,Canterbury
O-00595,C-045,2025-04-29,2025-04-30,P-014,B-0190,36,217.8,Canterbury
O-00866,C-061,2025-04-29,2025-04-30,P-027,B-0032,72,230.4,Auckland
O-01690,C-027,2025-04-29,2025-04-30,P-035,,24,89.83,Otago
O-00033,C-030,2025-04-30,2025-05-01,P-021,B-0277,48,470.4,Bay of Plenty
O-00147,C-059,2025-04-30,2025-05-01,P-024,,48,256.32,Wellington
O-00680,C-069,2025-04-30,2025-05-03,P-025,B-0294,48,433.66,Bay of Plenty
O-01268,C-044,2025-04-30,2025-05-01,P-029,,12,23.64,Otago
O-01738,C-065,2025-04-30,2025-05-03,P-024,B-0153,24,128.16,Auckland
O-00286,C-058,2025-05-01,2025-05-01,P-013,B-0205,36,111.83,Canterbury
O-01154,C-043,2025-05-01,2025-05-03,P-017,B-0253,72,354.96,Otago
O-00027,C-018,2025-05-02,2025-05-05,P-003,B-0044,72,431.28,Auckland
O-00737,C-043,2025-05-02,2025-05-02,P-020,B-0019,36,226.8,Otago
O-01091,C-024,2025-05-02,2025-05-03,P-005,,6,29.82,Bay of Plenty
O-01414,C-032,2025-05-02,2025-05-03,P-006,B-0185,36,189.81,Auckland
O-01471,C-036,2025-05-02,2025-05-04,P-014,B-0190,6,34.48,Otago
O-01616,C-033,2025-05-02,2025-05-02,P-006,,24,133.2,Canterbury
O-01729,C-011,2025-05-02,2025-05-02,P-022,B-0125,24,318.48,Otago
O-01754,C-027,2025-05-02,2025-05-03,P-004,B-0182,24,48.72,Wellington
O-01762,C-048,2025-05-02,2025-05-03,P-005,B-0134,24,113.32,Auckland
O-00216,C-048,2025-03-05,2025-03-05,P-040,B-0101,12,71.4,Auckland
O-00686,C-015,2025-05-03,,P-045,B-0030,12,58.08,Auckland
O-00907,C-058,2025-05-04,2025-05-05,P-027,B-0032,6,19.2,Canterbury
O-01137,C-028,2025-05-04,2025-05-05,P-023,,48,241.68,Otago
O-01630,C-013,2025-05-04,2025-05-04,P-034,B-0279,24,66.96,Canterbury
O-01692,C-007,2025-05-04,2025-05-05,P-016,,6,34.77,Waikato
O-00179,C-014,2025-05-05,2025-05-05,P-013,B-0291,36,117.72,Canterbury
O-00349,C-051,2025-05-05,2025-05-07,P-018,B-0133,12,53.16,Otago
O-00860,C-070,2025-05-05,2025-05-07,P-013,,24,78.48,Otago
O-00388,C-027,2025-05-06,2025-05-09,P-016,B-0131,6,34.77,Otago
O-00471,C-070,2025-05-06,2025-05-06,P-031,B-0192,24,76.56,Wellington
O-01617,C-042,2025-05-06,2025-05-07,P-035,B-0039,12,47.28,Wellington
O-01222,C-026,2025-05-07,,P-045,,36,165.53,Waikato
O-00687,C-048,2025-05-08,2025-05-11,P-045,B-0137,24,116.16,Auckland
O-01278,C-002,2025-05-08,2025-05-09,P-023,B-0079,24,127.2,Canterbury
O-00662,C-050,2025-05-09,2025-05-10,P-003,B-0207,12,68.29,Canterbury
O-00991,C-042,2025-05-09,2025-05-09,P-050,B-0027,24,98.4,Canterbury
O-00397,C-042,2025-05-10,2025-05-13,P-012,B-0267,24,93.36,Wellington
O-00453,C-070,2025-05-10,2025-05-13,P-024,B-0065,12,60.88,Otago
O-00483,C-032,2025-10-05,2025-10-07,P-031,B-0292,36,114.84,Auckland
O-01641,C-023,2025-05-10,2025-05-13,P-039,B-0244,24,173.04,Auckland
O-00106,C-028,2025-11-05,2025-11-06,P-014,B-0126,24,145.2,Otago
O-00232,C-012,2025-05-11,2025-05-13,P-027,B-0032,72,230.4,Otago
O-00619,C-061,2025-05-11,2025-05-14,P-010,,24,38.99,Auckland
O-00815,C-037,2025-05-11,2025-05-13,P-037,B-0209,12,88.68,Waikato
O-01015,C-068,2025-05-12,2025-05-12,P-048,B-0174,24,167.76,Waikato
O-01468,C-011,2025-05-12,2025-05-13,P-033,B-0221,48,403.2,Otago
O-01734,C-007,2025-05-12,2025-05-12,P-004,B-0117,24,48.72,Otago
O-00402,C-070,2025-05-13,2025-05-16,P-004,B-0066,24,48.72,Otago
O-00627,C-020,2025-05-13,2025-05-14,P-026,B-0212,48,103.2,Canterbury
O-00948,C-019,2025-05-13,2025-05-14,P-005,B-0224,6,29.82,Canterbury
O-01285,C-029,2025-05-13,2025-05-14,P-010,,72,123.12,Bay of Plenty
O-00527,C-056,2025-05-14,,P-001,B-0268,72,434.16,Canterbury
O-00549,C-066,2025-05-14,2025-05-17,P-017,B-0253,6,29.58,Auckland
O-00612,C-008,2025-05-14,2025-05-14,P-021,,24,223.44,Wellington
O-01142,C-038,2025-05-14,2025-05-17,P-047,B-0121,6,77.04,Wellington
O-01183,C-053,2025-05-14,2025-05-17,P-018,B-0021,6,25.25,Wellington
O-00272,C-048,2025-05-15,,P-011,B-0298,48,244.8,Auckland
O-00374,C-062,2025-05-15,2025-05-17,P-039,,48,328.78,Canterbury
O-00690,C-002,2025-05-15,2025-05-17,P-051,B-0082,36,162.45,Canterbury
O-00790,C-030,2025-05-15,2025-05-18,P-004,B-0191,24,46.28,Bay of Plenty
O-00864,C-010,2025-05-15,2025-05-18,P-037,,36,266.04,Bay of Plenty
O-01033,C-024,2025-05-15,2025-05-16,P-029,,6,11.82,Bay of Plenty
O-01623,C-030,2025-05-15,2025-05-18,P-033,B-0143,36,302.4,Bay of Plenty
O-00632,C-066,2025-05-16,2025-05-16,P-021,B-0277,72,705.6,Auckland
O-00729,C-064,2025-05-16,2025-05-16,P-044,B-0210,48,237.6,Auckland
O-01311,C-006,2025-05-17,,P-050,B-0043,6,23.37,Otago
O-01634,C-022,2025-05-17,2025-05-20,P-051,B-0220,12,57.0,Canterbury
O-01206,C-032,2025-05-18,2025-05-21,P-007,B-0249,6,34.44,Auckland
O-01491,C-014,2025-05-18,2025-05-19,P-051,B-0189,24,114.0,Canterbury
O-01770,C-034,2025-05-18,,P-036,B-0255,72,387.36,Auckland
O-00125,C-051,2025-05-19,2025-05-19,P-001,B-0187,12,72.36,Otago
O-01773,C-028,2025-05-19,2025-05-19,P-029,B-0059,24,47.28,Otago
O-00475,C-045,2025-05-20,2025-05-22,P-036,B-0004,24,122.66,Canterbury
O-01193,C-021,2025-05-20,2025-05-21,P-033,B-0221,36,287.28,Auckland
O-00105,C-064,2025-05-21,2025-05-22,P-044,B-0186,48,237.6,Auckland
O-00188,C-009,2025-05-21,2025-05-22,P-046,B-0037,12,157.68,Auckland
O-00195,C-013,2025-05-21,2025-05-21,P-015,B-0173,24,161.76,Canterbury
O-01196,C-033,2025-05-21,2025-05-24,P-008,B-0026,72,172.8,Canterbury
O-01580,C-027,2025-05-21,,P-027,,24,76.8,Otago
O-00437,C-015,2025-05-22,2025-05-25,P-019,,24,141.12,Auckland
O-00135,C-030,2025-05-23,2025-05-24,P-008,B-0206,24,57.6,Bay of Plenty
O-00208,C-032,2025-05-24,2025-05-26,P-049,B-0246,6,45.78,Auckland
O-00634,C-014,2025-05-24,2025-05-24,P-022,B-0106,48,636.96,Canterbury
O-00138,C-018,2025-05-25,2025-05-26,P-022,B-0022,24,318.48,Auckland
O-00352,C-041,2025-05-25,2025-05-25,P-010,B-0158,24,41.04,Auckland
O-01160,C-065,2025-05-25,2025-05-25,P-007,B-0052,24,137.76,Auckland
O-00300,C-070,2025-05-26,2025-05-26,P-041,B-0148,72,514.08,Otago
O-00900,C-055,2025-05-26,2025-05-28,P-004,B-0117,36,73.08,Wellington
O-00060,C-061,2025-05-27,2025-05-29,P-020,B-0124,24,151.2,Auckland
O-00228,C-005,2025-05-27,2025-05-30,P-027,B-0032,36,115.2,Wellington
O-00270,C-069,2025-05-27,2025-05-30,P-044,B-0186,6,28.21,Bay of Plenty
O-00912,C-060,2025-05-27,2025-05-29,P-043,B-0197,6,36.06,Auckland
O-00932,C-034,2025-05-27,2025-05-27,P-010,B-0014,24,41.04,Auckland
O-00406,C-049,2025-05-28,2025-05-31,P-025,,48,456.48,Canterbury
O-00928,C-036,2025-05-28,2025-05-28,P-027,B-0032,36,109.44,Otago
O-01333,C-052,2025-05-28,2025-05-28,P-040,B-0146,48,285.6,Bay of Plenty
O-00562,C-004,2025-05-29,2025-05-29,P-042,,12,39.24,Otago
O-01212,C-013,2025-05-29,2025-06-01,P-049,B-0225,48,366.24,Canterbury
O-01014,C-038,2025-05-30,2025-05-31,P-014,B-0050,12,72.6,Wellington
O-01208,C-026,2025-05-30,2025-06-02,P-012,,6,23.34,Waikato
O-00519,C-020,2025-05-31,2025-06-01,P-019,B-0166,36,211.68,Bay of Plenty
O-00551,C-002,2025-05-31,2025-06-01,P-012,,12,46.68,Canterbury
O-00646,C-048,2025-05-31,2025-06-02,P-022,,36,477.72,Auckland
O-01438,C-063,2025-05-31,2025-06-03,P-016,B-0145,12,73.2,Bay of Plenty
O-01451,C-019,2025-05-31,2025-06-01,P-034,,72,200.88,Canterbury
O-01702,C-064,2025-05-31,2025-06-02,P-040,B-0171,72,428.4,Auckland
O-01711,C-057,2025-05-31,2025-06-01,P-020,B-0019,36,226.8,Auckland
O-00317,C-046,2025-06-01,,P-047,B-0160,24,308.16,Otago
O-00722,C-060,2025-06-02,2025-06-05,P-014,B-0060,6,36.3,Auckland
O-00817,C-038,2025-06-02,2025-06-05,P-047,B-0162,48,616.32,Wellington
O-01662,C-042,2025-02-06,2025-02-08,P-018,B-0083,72,318.96,Wellington
O-00119,C-040,2025-06-03,2025-06-05,P-028,B-0061,48,285.6,Otago
O-00132,C-060,2025-06-03,2025-06-05,P-046,B-0078,48,630.72,Auckland
O-00047,C-054,2025-06-04,,P-019,B-0166,24,141.12,Wellington
O-00110,C-060,2025-06-04,2025-06-04,P-022,,24,302.56,Auckland
O-00769,C-032,2025-06-04,2025-06-04,P-043,,12,72.12,Auckland
O-00785,C-026,2025-06-04,2025-06-06,P-014,B-0204,24,145.2,Waikato
O-00841,C-041,2025-06-04,2025-06-07,P-033,B-0236,24,191.52,Auckland
O-01393,C-054,2025-06-04,2025-06-06,P-051,,48,228.0,Wellington
O-01643,C-040,2025-06-04,2025-06-05,P-012,B-0267,48,186.72,Otago
O-01698,C-068,2025-06-04,2025-06-05,P-047,B-0077,48,616.32,Waikato
O-01755,C-004,2025-04-06,2025-04-08,P-011,B-0298,48,232.56,Otago
O-00573,C-035,2025-05-06,2025-05-09,P-043,B-0184,36,205.54,Canterbury
O-01654,C-050,2025-06-05,2025-06-07,P-012,B-0208,24,93.36,Canterbury
O-01681,C-048,2025-06-05,2025-06-07,P-002,B-0172,24,87.6,Auckland
O-00081,C-056,2025-06-06,2025-06-08,P-032,B-0295,48,198.24,Canterbury
O-00555,C-057,2025-06-06,2025-06-06,P-035,B-0049,24,94.56,Auckland
O-01164,C-006,2025-06-06,2025-06-07,P-026,B-0136,24,51.6,Wellington
O-01529,C-068,2025-06-06,2025-06-06,P-015,B-0173,24,161.76,Waikato
O-00460,C-043,2025-06-07,2025-06-08,P-014,B-0050,36,217.8,Otago
O-01167,C-001,2025-06-07,2025-06-10,P-035,,12,47.28,Otago
O-01299,C-032,2025-06-07,2025-06-08,P-008,B-0214,48,115.2,Auckland
O-01398,C-063,2025-06-07,2025-06-09,P-037,B-0257,24,177.36,Bay of Plenty
O-00035,C-036,2025-06-08,2025-06-08,P-004,B-0117,72,146.16,Otago
O-00759,C-015,2025-06-08,2025-06-11,P-050,,24,93.48,Auckland
O-00980,C-012,2025-06-08,2025-06-11,P-016,B-0145,6,36.6,Otago
O-01426,C-005,2025-06-08,2025-06-08,P-046,B-0078,24,299.59,Wellington
O-00103,C-049,2025-09-06,2025-09-06,P-026,B-0284,6,12.25,Canterbury
O-00297,C-068,2025-06-09,2025-06-09,P-007,B-0127,36,206.64,Waikato
O-00764,C-007,2025-06-09,2025-06-09,P-018,,6,25.25,Waikato
O-01291,C-049,2025-06-09,2025-06-12,P-015,B-0006,36,230.51,Auckland
O-01352,C-008,2025-06-09,2025-06-10,P-031,B-0045,6,19.14,Wellington
O-01386,C-021,2025-06-09,2025-06-10,P-028,B-0061,72,406.98,Auckland
O-01566,C-018,2025-06-09,2025-06-12,P-006,B-0151,36,199.8,Auckland
O-00043,C-027,2025-06-10,2025-06-12,P-050,B-0027,12,46.74,Otago
O-00196,C-025,2025-06-10,2025-06-12,P-018,B-0057,6,26.58,Canterbury
O-00306,C-043,2025-06-10,2025-06-11,P-027,B-0032,24,76.8,Otago
O-00360,C-022,2025-06-10,2025-06-13,P-045,B-0138,6,29.04,Canterbury
O-00470,C-006,2025-10-06,2025-10-08,P-026,B-0284,48,103.2,Wellington
O-00592,C-061,2025-06-10,2025-06-12,P-025,B-0226,12,114.12,Auckland
O-00909,C-055,2025-10-06,2025-10-09,P-028,B-0061,6,35.7,Wellington
O-01517,C-010,2025-06-10,2025-06-13,P-010,B-0091,72,116.96,Canterbury
O-00200,C-005,2025-06-11,2025-06-12,P-037,B-0285,24,168.49,Wellington
O-00299,C-026,2025-06-11,2025-06-14,P-006,B-0275,72,379.62,Waikato
O-00485,C-026,2025-06-11,2025-06-12,P-034,B-0008,48,133.92,Waikato
O-00867,C-014,2025-11-06,2025-11-06,P-042,B-0102,6,19.62,Canterbury
O-00917,C-056,2025-06-11,2025-06-11,P-011,B-0298,12,61.2,Waikato
O-00094,C-051,2025-06-12,2025-06-13,P-006,B-0243,6,31.63,Otago
O-00276,C-021,2025-06-12,2025-06-14,P-029,B-0059,48,94.56,Auckland
O-00837,C-058,2025-06-12,2025-06-15,P-004,,72,146.16,Canterbury
O-00896,C-068,2025-06-12,2025-06-14,P-026,B-0284,72,154.8,Waikato
O-01621,C-022,2025-06-12,2025-06-13,P-003,B-0207,48,287.52,Canterbury
O-00773,C-037,2025-06-13,2025-06-15,P-008,B-0214,24,57.6,Waikato
O-01008,C-002,2025-06-13,2025-06-16,P-012,B-0241,24,93.36,Canterbury
O-01696,C-013,2025-06-13,2025-06-16,P-012,B-0142,36,133.04,Canterbury
O-01750,C-009,2025-06-13,2025-06-16,P-046,,24,299.59,Otago
O-00151,C-019,2025-06-14,2025-06-17,P-051,B-0189,6,28.5,Canterbury
O-00261,C-025,2025-06-14,2025-06-16,P-003,B-0103,72,431.28,Bay of Plenty
O-00328,C-011,2025-06-14,2025-06-14,P-012,B-0028,24,93.36,Otago
O-00992,C-003,2025-06-14,2025-06-16,P-007,B-0249,72,413.28,Otago
O-00380,C-035,2025-06-15,2025-06-16,P-046,B-0037,24,299.59,Canterbury
O-00434,C-023,2025-06-15,2025-06-15,P-021,B-0167,72,705.6,Bay of Plenty
O-00559,C-002,2025-06-15,2025-06-15,P-012,B-0141,72,280.08,Canterbury
O-01357,C-004,2025-06-15,2025-06-17,P-016,B-0145,12,73.2,Otago
O-01384,C-027,2025-06-15,2025-06-18,P-045,B-0137,72,348.48,Auckland
O-01176,C-019,2025-06-16,2025-06-18,P-007,B-0052,36,206.64,Canterbury
O-01244,C-027,2025-06-16,2025-06-19,P-025,B-0226,6,57.06,Otago
O-01283,C-068,2025-06-16,2025-06-19,P-002,B-0069,24,87.6,Wellington
O-00008,C-011,2025-06-17,2025-06-18,P-022,B-0170,72,955.44,Otago
O-00892,C-015,2025-06-17,2025-06-20,P-039,,6,43.26,Auckland
O-01184,C-007,2025-06-17,2025-06-18,P-027,B-0032,72,230.4,Waikato
O-01637,C-020,2025-06-17,2025-06-19,P-014,B-0050,72,435.6,Auckland
O-00062,C-008,2025-06-18,2025-06-20,P-038,B-0242,24,80.64,Wellington
O-00671,C-032,2025-06-18,2025-06-20,P-024,B-0278,48,256.32,Auckland
O-01496,C-015,2025-06-18,2025-06-18,P-030,B-0258,12,25.42,Bay of Plenty
O-00181,C-019,2025-06-19,2025-06-22,P-035,B-0048,24,89.83,Canterbury
O-00919,C-058,2025-06-19,2025-06-19,P-050,B-0027,6,24.6,Canterbury
O-01235,C-006,2025-06-19,2025-06-19,P-015,B-0165,24,161.76,Wellington
O-01351,C-021,2025-06-19,2025-06-19,P-044,B-0262,24,118.8,Auckland
O-00253,C-014,2025-06-20,2025-06-23,P-037,,24,177.36,Canterbury
O-00295,C-048,2025-06-20,2025-06-23,P-028,B-0061,6,35.7,Auckland
O-01194,C-063,2025-06-20,,P-013,B-0035,24,78.48,Bay of Plenty
O-01243,C-052,2025-06-20,2025-06-23,P-034,B-0281,12,31.81,Bay of Plenty
O-00023,C-069,2025-06-21,2025-06-22,P-044,B-0186,6,29.7,Bay of Plenty
O-00153,C-058,2025-06-21,2025-06-23,P-043,B-0197,6,34.26,Canterbury
O-00197,C-066,2025-06-21,2025-06-24,P-031,B-0219,12,38.28,Auckland
O-00254,C-056,2025-06-21,2025-06-24,P-038,B-0152,12,40.32,Canterbury
O-01016,C-036,2025-06-21,2025-06-22,P-004,B-0067,72,146.16,Otago
O-01129,C-002,2025-06-21,2025-06-24,P-016,,72,439.2,Canterbury
O-01713,C-049,2025-06-21,2025-06-22,P-022,B-0259,24,302.56,Auckland
O-00424,C-005,2025-06-22,2025-06-25,P-038,B-0152,72,241.92,Wellington
O-00798,C-068,2025-06-22,2025-06-25,P-018,B-0017,24,101.0,Waikato
O-01004,C-024,2025-06-22,2025-06-23,P-004,B-0087,72,146.16,Bay of Plenty
O-01377,C-056,2025-06-23,2025-06-24,P-049,B-0225,24,183.12,Canterbury
O-00568,C-016,2025-06-24,2025-06-25,P-026,B-0212,24,51.6,Canterbury
O-00705,C-031,2025-06-24,2025-06-24,P-023,B-0232,36,181.26,Waikato
O-01432,C-004,2025-06-24,2025-06-27,P-013,B-0035,72,235.44,Otago
O-00615,C-062,2025-06-25,2025-06-28,P-030,,36,80.28,Wellington
O-00732,C-060,2025-06-25,2025-06-25,P-016,B-0145,48,278.16,Auckland
O-01022,C-051,2025-06-25,2025-06-25,P-045,B-0179,36,165.53,Otago
O-01213,C-052,2025-06-25,2025-06-26,P-045,B-0289,24,116.16,Bay of Plenty
O-01216,C-049,2025-06-25,2025-06-25,P-049,B-0129,12,91.56,Canterbury
O-01421,C-014,2025-06-25,2025-06-26,P-042,B-0063,48,156.96,Canterbury
O-01726,C-014,2025-06-25,2025-06-27,P-005,B-0134,24,119.28,Canterbury
O-01101,C-060,2025-06-26,2025-06-29,P-016,B-0075,12,69.54,Auckland
O-01104,C-048,2025-06-26,2025-06-29,P-008,B-0290,36,86.4,Auckland
O-01227,C-061,2025-06-27,2025-06-28,P-008,B-0290,12,27.36,Auckland
O-00479,C-050,2025-06-28,2025-06-29,P-003,B-0150,48,287.52,Canterbury
O-00872,C-006,2025-06-28,2025-06-30,P-003,B-0203,24,143.76,Wellington
O-01237,C-034,2025-06-28,2025-07-01,P-027,B-0032,36,109.44,Auckland
O-00787,C-011,2025-06-30,2025-07-01,P-007,,6,34.44,Otago
O-01251,C-038,2025-06-30,,P-050,B-0114,6,24.6,Wellington
O-00341,C-034,2025-07-01,2025-07-03,P-049,,12,91.56,Auckland
O-01751,C-042,2025-07-01,2025-07-04,P-011,B-0298,6,30.6,Wellington
O-00513,C-043,2025-07-02,2025-07-03,P-008,B-0026,24,57.6,Otago
O-00644,C-056,2025-07-02,2025-07-05,P-028,B-0061,48,285.6,Canterbury
O-01459,C-048,2025-07-02,2025-07-04,P-045,B-0179,24,116.16,Auckland
O-01585,C-055,2025-07-02,2025-07-05,P-036,B-0034,72,387.36,Wellington
O-00577,C-034,2025-07-03,2025-07-04,P-041,B-0254,36,244.19,Bay of Plenty
O-01110,C-013,2025-07-03,,P-034,,6,15.9,Canterbury
O-01220,C-012,2025-07-03,2025-07-05,P-012,B-0267,24,93.36,Otago
O-01049,C-019,2025-07-04,2025-07-04,P-010,B-0272,48,82.08,Canterbury
O-00057,C-037,2025-07-06,2025-07-09,P-029,B-0081,48,94.56,Waikato
O-00624,C-020,2025-07-06,2025-07-09,P-011,,6,29.07,Auckland
O-01081,C-007,2025-07-06,2025-07-07,P-024,B-0274,72,365.26,Waikato
O-00784,C-058,2025-07-07,2025-07-07,P-023,B-0015,48,254.4,Canterbury
O-00793,C-059,2025-07-07,2025-07-09,P-021,,72,705.6,Wellington
O-00923,C-035,2025-07-08,2025-07-11,P-032,B-0183,36,141.25,Canterbury
O-00429,C-002,2025-07-09,2025-07-09,P-030,B-0258,24,53.52,Canterbury
O-01156,C-003,2025-07-09,2025-07-09,P-001,,24,144.72,Wellington
O-01262,C-005,2025-09-07,2025-09-08,P-037,B-0161,12,88.68,Wellington
O-01593,C-036,2025-07-09,2025-07-12,P-002,B-0073,24,87.6,Otago
O-00005,C-038,2025-07-10,2025-07-10,P-019,B-0237,48,268.13,Wellington
O-00137,C-014,2025-07-10,2025-07-10,P-033,,72,604.8,Otago
O-00214,C-022,2025-07-10,2025-07-10,P-043,B-0002,24,137.03,Canterbury
O-01688,C-047,2025-07-10,2025-07-10,P-035,B-0164,24,89.83,Canterbury
O-00114,C-024,2025-07-11,2025-07-13,P-019,B-0107,36,201.1,Wellington
O-00211,C-051,2025-07-11,2025-07-11,P-035,B-0227,48,189.12,Otago
O-01277,C-017,2025-07-11,2025-07-13,P-031,B-0245,24,76.56,Auckland
O-01710,C-032,2025-07-11,2025-07-13,P-047,B-0121,24,308.16,Auckland
O-00435,C-029,2025-07-12,2025-07-14,P-029,B-0059,24,44.92,Bay of Plenty
O-00476,C-003,2025-07-12,2025-07-12,P-038,,12,40.32,Wellington
O-00516,C-015,2025-07-12,2025-07-14,P-049,B-0118,24,183.12,Otago
O-01044,C-019,2025-07-12,2025-07-13,P-016,B-0071,48,292.8,Canterbury
O-01613,C-032,2025-07-12,2025-07-14,P-043,,72,432.72,Auckland
O-00370,C-031,2025-07-13,,P-045,B-0123,48,232.32,Otago
O-00799,C-040,2025-07-13,2025-07-16,P-024,B-0065,48,256.32,Otago
O-01280,C-051,2025-07-13,2025-07-16,P-027,B-0032,6,19.2,Otago
O-01689,C-010,2025-07-13,2025-07-16,P-044,B-0262,24,118.8,Canterbury
O-00049,C-040,2025-07-14,2025-07-16,P-051,B-0189,12,57.0,Otago
O-00369,C-027,2025-07-14,2025-07-15,P-032,B-0286,24,99.12,Otago
O-00067,C-044,2025-07-15,2025-07-17,P-049,,6,45.78,Otago
O-00552,C-054,2025-07-15,,P-011,B-0298,36,183.6,Wellington
O-00961,C-027,2025-07-15,,P-011,B-0298,48,232.56,Otago
O-01013,C-062,2025-07-15,2025-07-17,P-033,B-0010,24,201.6,Waikato
O-01178,C-028,2025-07-15,2025-07-18,P-045,,6,29.04,Auckland
O-01612,C-058,2025-07-15,2025-07-15,P-009,B-0016,6,13.26,Waikato
O-00026,C-006,2025-07-16,2025-07-18,P-014,,6,36.3,Wellington
O-00601,C-070,2025-07-16,2025-07-18,P-020,,48,302.4,Otago
O-00947,C-011,2025-07-16,2025-07-18,P-013,B-0205,24,78.48,Otago
O-01169,C-001,2025-07-16,2025-07-17,P-017,B-0223,36,168.61,Auckland
O-00007,C-015,2025-07-17,2025-07-18,P-001,B-0163,48,289.44,Auckland
O-01683,C-055,2025-07-17,2025-07-18,P-035,B-0039,6,23.64,Wellington
O-00265,C-016,2025-07-18,2025-07-20,P-007,B-0052,36,206.64,Canterbury
O-00376,C-068,2025-07-18,2025-07-20,P-029,B-0084,48,94.56,Waikato
O-00944,C-016,2025-07-18,2025-07-19,P-012,B-0299,24,93.36,Canterbury
O-01588,C-005,2025-07-18,2025-07-20,P-024,B-0153,24,128.16,Wellington
O-01602,C-019,2025-07-18,2025-07-19,P-003,,6,35.94,Canterbury
O-00293,C-036,2025-07-19,2025-07-21,P-047,B-0160,6,73.19,Otago
O-00367,C-052,2025-07-19,2025-07-21,P-013,B-0273,36,111.83,Auckland
O-00858,C-036,2025-07-19,2025-07-21,P-011,B-0298,72,367.2,Otago
O-01246,C-030,2025-07-19,,P-038,B-0242,48,161.28,Bay of Plenty
O-00371,C-003,2025-07-20,2025-07-22,P-022,B-0259,6,79.62,Wellington
O-00736,C-061,2025-07-20,2025-07-20,P-001,B-0163,12,72.36,Auckland
O-01115,C-052,2025-07-20,,P-049,B-0118,24,183.12,Waikato
O-01282,C-026,2025-07-20,2025-07-21,P-024,,12,64.08,Waikato
O-01325,C-053,2025-07-20,2025-07-21,P-037,B-0261,24,177.36,Wellington
